surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
18	83	1	1	18:83:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	83	1	2	18:83:1:2	يَسْـَٔلُ	سَأَلَ	س ء ل	س ء ل	V	STEM	STEM|POS:V|IMPF|LEM:sa>ala|ROOT:sAl|3MP	IMPF						
18	83	1	3	18:83:1:3	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	83	1	4	18:83:1:4	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
18	83	2	1	18:83:2:1	عَن	عَن			P	STEM	STEM|POS:P|LEM:Ean							
18	83	3	1	18:83:3:1	ذِى	ذُو			N	STEM	STEM|POS:N|LEM:*uw|MS|GEN							
18	83	4	1	18:83:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	83	4	2	18:83:4:2	قَرْنَيْنِ	قَرْن	ق ر ن	ق ر ن	N	STEM	STEM|POS:N|LEM:qaron|ROOT:qrn|MD|GEN							
18	83	5	1	18:83:5:1	قُلْ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS	IMPV						
18	83	6	1	18:83:6:1	سَ				FUT	PREFIX	PREFIX|sa+							
18	83	6	2	18:83:6:2	أَتْلُوا۟	تَلَىٰ	ت ل و	ت ل و	V	STEM	STEM|POS:V|IMPF|LEM:talaY`|ROOT:tlw|1S	IMPF						
18	83	7	1	18:83:7:1	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
18	83	7	2	18:83:7:2	كُم				PRON	SUFFIX	SUFFIX|PRON:2MP							
18	83	8	1	18:83:8:1	مِّنْ	مِن			P	STEM	STEM|POS:P|LEM:min							
18	83	8	2	18:83:8:2	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	83	9	1	18:83:9:1	ذِكْرًا	ذِكْر	ذ ك ر	ذ ك ر	N	STEM	STEM|POS:N|VN|LEM:*ikor|ROOT:*kr|M|INDEF|ACC							
18	84	1	1	18:84:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
18	84	1	2	18:84:1:2	ا				PRON	SUFFIX	SUFFIX|PRON:1P							
18	84	2	1	18:84:2:1	مَكَّ	مَكَّ	م ك ن	م ك ن	V	STEM	STEM|POS:V|PERF|(II)|LEM:mak~a|ROOT:mkn|1P	PERF			II			
18	84	2	2	18:84:2:2	نَّا				PRON	SUFFIX	SUFFIX|PRON:1P							
18	84	3	1	18:84:3:1	لَ				P	PREFIX	PREFIX|l:P+							
18	84	3	2	18:84:3:2	هُۥ				PRON	STEM	STEM|POS:PRON|3MS							
18	84	4	1	18:84:4:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
18	84	5	1	18:84:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	84	5	2	18:84:5:2	أَرْضِ	أَرْض	ء ر ض	ء ر ض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN							
18	84	6	1	18:84:6:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	84	6	2	18:84:6:2	ءَاتَيْ	آتَى	ء ت ي	ء ت ي	V	STEM	STEM|POS:V|PERF|(IV)|LEM:A^taY|ROOT:Aty|1P	PERF			IV			
18	84	6	3	18:84:6:3	نَٰ				PRON	SUFFIX	SUFFIX|PRON:1P							
18	84	6	4	18:84:6:4	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	84	7	1	18:84:7:1	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
18	84	8	1	18:84:8:1	كُلِّ	كُلّ	ك ل ل	ك ل ل	N	STEM	STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN							
18	84	9	1	18:84:9:1	شَىْءٍ	شَىْء	ش ي ء	ش ي ء	N	STEM	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|GEN							
18	84	10	1	18:84:10:1	سَبَبًا	سَبَب	س ب ب	س ب ب	N	STEM	STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC							
18	85	1	1	18:85:1:1	فَ				REM	PREFIX	PREFIX|f:REM+							
18	85	1	2	18:85:1:2	أَتْبَعَ	أَتْبَعَ	ت ب ع	ت ب ع	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>atobaEa|ROOT:tbE|3MS	PERF			IV			
18	85	2	1	18:85:2:1	سَبَبًا	سَبَب	س ب ب	س ب ب	N	STEM	STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC							
18	86	1	1	18:86:1:1	حَتَّىٰٓ	حَتَّىٰ			INC	STEM	STEM|POS:INC|LEM:Hat~aY`							
18	86	2	1	18:86:2:1	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA							
18	86	3	1	18:86:3:1	بَلَغَ	بَلَغَ	ب ل غ	ب ل غ	V	STEM	STEM|POS:V|PERF|LEM:balaga|ROOT:blg|3MS	PERF						
18	86	4	1	18:86:4:1	مَغْرِبَ	مَغْرِب	غ ر ب	غ ر ب	N	STEM	STEM|POS:N|LEM:magorib|ROOT:grb|M|ACC							
18	86	5	1	18:86:5:1	ٱل				DET	PREFIX	PREFIX|Al+							
18	86	5	2	18:86:5:2	شَّمْسِ	شَمْس	ش م س	ش م س	N	STEM	STEM|POS:N|LEM:$amos|ROOT:$ms|F|GEN							
18	86	6	1	18:86:6:1	وَجَدَ	وَجَدَ	و ج د	و ج د	V	STEM	STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS	PERF						
18	86	6	2	18:86:6:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
18	86	7	1	18:86:7:1	تَغْرُبُ	غَرَبَت	غ ر ب	غ ر ب	V	STEM	STEM|POS:V|IMPF|LEM:garabat|ROOT:grb|3FS	IMPF						
18	86	8	1	18:86:8:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
18	86	9	1	18:86:9:1	عَيْنٍ	عَيْن	ع ي ن	ع ي ن	N	STEM	STEM|POS:N|LEM:Eayon|ROOT:Eyn|F|INDEF|GEN							
18	86	10	1	18:86:10:1	حَمِئَةٍ	حَمِئَة	ح م ء	ح م ء	ADJ	STEM	STEM|POS:ADJ|LEM:Hami}ap|ROOT:HmA|FS|INDEF|GEN							
18	86	11	1	18:86:11:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	86	11	2	18:86:11:2	وَجَدَ	وَجَدَ	و ج د	و ج د	V	STEM	STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS	PERF						
18	86	12	1	18:86:12:1	عِندَ	عِند	ع ن د	ع ن د	LOC	STEM	STEM|POS:LOC|LEM:Eind|ROOT:End|ACC							
18	86	12	2	18:86:12:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
18	86	13	1	18:86:13:1	قَوْمًا	قَوْم	ق و م	ق و م	N	STEM	STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|ACC							
18	86	14	1	18:86:14:1	قُلْ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|1P	PERF						
18	86	14	2	18:86:14:2	نَا				PRON	SUFFIX	SUFFIX|PRON:1P							
18	86	15	1	18:86:15:1	يَٰ				VOC	PREFIX	PREFIX|ya+							
18	86	15	2	18:86:15:2	ذَا	ذَا			N	STEM	STEM|POS:N|LEM:*aA|MS|ACC							
18	86	16	1	18:86:16:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	86	16	2	18:86:16:2	قَرْنَيْنِ	قَرْن	ق ر ن	ق ر ن	N	STEM	STEM|POS:N|LEM:qaron|ROOT:qrn|MD|GEN							
18	86	17	1	18:86:17:1	إِمَّآ	إِمَّا			EXL	STEM	STEM|POS:EXL|LEM:<im~aA							
18	86	18	1	18:86:18:1	أَن	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an							
18	86	19	1	18:86:19:1	تُعَذِّبَ	عَذَّبَ	ع ذ ب	ع ذ ب	V	STEM	STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|2MS|MOOD:SUBJ	IMPF	SUBJ		II			
18	86	20	1	18:86:20:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	86	20	2	18:86:20:2	إِمَّآ	إِمَّا			EXL	STEM	STEM|POS:EXL|LEM:<im~aA							
18	86	21	1	18:86:21:1	أَن	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an							
18	86	22	1	18:86:22:1	تَتَّخِذَ	ٱتَّخَذَ	ء خ ذ	ء خ ذ	V	STEM	STEM|POS:V|IMPF|(VIII)|LEM:{t~axa*a|ROOT:Ax*|2MS|MOOD:SUBJ	IMPF	SUBJ		VIII			
18	86	23	1	18:86:23:1	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY							
18	86	23	2	18:86:23:2	هِمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	86	24	1	18:86:24:1	حُسْنًا	حُسْن	ح س ن	ح س ن	N	STEM	STEM|POS:N|LEM:Huson|ROOT:Hsn|M|INDEF|ACC							
18	87	1	1	18:87:1:1	قَالَ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS	PERF						
18	87	2	1	18:87:2:1	أَمَّا	أَمَّا			EXL	STEM	STEM|POS:EXL|LEM:>am~aA							
18	87	3	1	18:87:3:1	مَن	مَن			COND	STEM	STEM|POS:COND|LEM:man							
18	87	4	1	18:87:4:1	ظَلَمَ	ظَلَمَ	ظ ل م	ظ ل م	V	STEM	STEM|POS:V|PERF|LEM:Zalama|ROOT:Zlm|3MS	PERF						
18	87	5	1	18:87:5:1	فَ				REM	PREFIX	PREFIX|f:REM+							
18	87	5	2	18:87:5:2	سَوْفَ	سَوْف			FUT	STEM	STEM|POS:FUT|LEM:sawof							
18	87	6	1	18:87:6:1	نُعَذِّبُ	عَذَّبَ	ع ذ ب	ع ذ ب	V	STEM	STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|1P	IMPF			II			
18	87	6	2	18:87:6:2	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	87	7	1	18:87:7:1	ثُمَّ	ثُمّ			CONJ	STEM	STEM|POS:CONJ|LEM:vum~							
18	87	8	1	18:87:8:1	يُرَدُّ	رَدَّ	ر د د	ر د د	V	STEM	STEM|POS:V|IMPF|PASS|LEM:rad~a|ROOT:rdd|3MS	IMPF		PASS				
18	87	9	1	18:87:9:1	إِلَىٰ	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`							
18	87	10	1	18:87:10:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
18	87	10	2	18:87:10:2	هِۦ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	87	11	1	18:87:11:1	فَ				CONJ	PREFIX	PREFIX|f:CONJ+							
18	87	11	2	18:87:11:2	يُعَذِّبُ	عَذَّبَ	ع ذ ب	ع ذ ب	V	STEM	STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|3MS	IMPF			II			
18	87	11	3	18:87:11:3	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	87	12	1	18:87:12:1	عَذَابًا	عَذَاب	ع ذ ب	ع ذ ب	N	STEM	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|ACC							
18	87	13	1	18:87:13:1	نُّكْرًا	نُّكْر	ن ك ر	ن ك ر	ADJ	STEM	STEM|POS:ADJ|LEM:n~ukor|ROOT:nkr|MS|INDEF|ACC							
18	88	1	1	18:88:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	88	1	2	18:88:1:2	أَمَّا	أَمَّا			EXL	STEM	STEM|POS:EXL|LEM:>am~aA							
18	88	2	1	18:88:2:1	مَنْ	مَن			COND	STEM	STEM|POS:COND|LEM:man							
18	88	3	1	18:88:3:1	ءَامَنَ	ءَامَنَ	ء م ن	ء م ن	V	STEM	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MS	PERF			IV			
18	88	4	1	18:88:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	88	4	2	18:88:4:2	عَمِلَ	عَمِلَ	ع م ل	ع م ل	V	STEM	STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MS	PERF						
18	88	5	1	18:88:5:1	صَٰلِحًا	صَٰلِح	ص ل ح	ص ل ح	N	STEM	STEM|POS:N|ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC			ACT				
18	88	6	1	18:88:6:1	فَ				REM	PREFIX	PREFIX|f:REM+							
18	88	6	2	18:88:6:2	لَ				P	PREFIX	PREFIX|l:P+							
18	88	6	3	18:88:6:3	هُۥ				PRON	STEM	STEM|POS:PRON|3MS							
18	88	7	1	18:88:7:1	جَزَآءً	جَزَآء	ج ز ي	ج ز ي	N	STEM	STEM|POS:N|LEM:jazaA^'|ROOT:jzy|M|INDEF|ACC							
18	88	8	1	18:88:8:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	88	8	2	18:88:8:2	حُسْنَىٰ	حُسْنَىٰ	ح س ن	ح س ن	ADJ	STEM	STEM|POS:ADJ|LEM:HusonaY`|ROOT:Hsn|FS|NOM							
18	88	9	1	18:88:9:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	88	9	2	18:88:9:2	سَ				FUT	PREFIX	PREFIX|sa+							
18	88	9	3	18:88:9:3	نَقُولُ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|1P	IMPF						
18	88	10	1	18:88:10:1	لَ				P	PREFIX	PREFIX|l:P+							
18	88	10	2	18:88:10:2	هُۥ				PRON	STEM	STEM|POS:PRON|3MS							
18	88	11	1	18:88:11:1	مِنْ	مِن			P	STEM	STEM|POS:P|LEM:min							
18	88	12	1	18:88:12:1	أَمْرِ	أَمْر	ء م ر	ء م ر	N	STEM	STEM|POS:N|LEM:>amor|ROOT:Amr|M|GEN							
18	88	12	2	18:88:12:2	نَا				PRON	SUFFIX	SUFFIX|PRON:1P							
18	88	13	1	18:88:13:1	يُسْرًا	يُسْر	ي س ر	ي س ر	N	STEM	STEM|POS:N|LEM:yusor|ROOT:ysr|M|INDEF|ACC							
18	89	1	1	18:89:1:1	ثُمَّ	ثُمّ			CONJ	STEM	STEM|POS:CONJ|LEM:vum~							
18	89	2	1	18:89:2:1	أَتْبَعَ	أَتْبَعَ	ت ب ع	ت ب ع	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>atobaEa|ROOT:tbE|3MS	PERF			IV			
18	89	3	1	18:89:3:1	سَبَبًا	سَبَب	س ب ب	س ب ب	N	STEM	STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC							
18	90	1	1	18:90:1:1	حَتَّىٰٓ	حَتَّىٰ			INC	STEM	STEM|POS:INC|LEM:Hat~aY`							
18	90	2	1	18:90:2:1	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA							
18	90	3	1	18:90:3:1	بَلَغَ	بَلَغَ	ب ل غ	ب ل غ	V	STEM	STEM|POS:V|PERF|LEM:balaga|ROOT:blg|3MS	PERF						
18	90	4	1	18:90:4:1	مَطْلِعَ	مَطْلِع	ط ل ع	ط ل ع	N	STEM	STEM|POS:N|LEM:maToliE|ROOT:TlE|M|ACC							
18	90	5	1	18:90:5:1	ٱل				DET	PREFIX	PREFIX|Al+							
18	90	5	2	18:90:5:2	شَّمْسِ	شَمْس	ش م س	ش م س	N	STEM	STEM|POS:N|LEM:$amos|ROOT:$ms|F|GEN							
18	90	6	1	18:90:6:1	وَجَدَ	وَجَدَ	و ج د	و ج د	V	STEM	STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS	PERF						
18	90	6	2	18:90:6:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
18	90	7	1	18:90:7:1	تَطْلُعُ	طَلَعَت	ط ل ع	ط ل ع	V	STEM	STEM|POS:V|IMPF|LEM:TalaEat|ROOT:TlE|3FS	IMPF						
18	90	8	1	18:90:8:1	عَلَىٰ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
18	90	9	1	18:90:9:1	قَوْمٍ	قَوْم	ق و م	ق و م	N	STEM	STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|GEN							
18	90	10	1	18:90:10:1	لَّمْ	لَم			NEG	STEM	STEM|POS:NEG|LEM:lam							
18	90	11	1	18:90:11:1	نَجْعَل	جَعَلَ	ج ع ل	ج ع ل	V	STEM	STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|1P|MOOD:JUS	IMPF	JUS					
18	90	12	1	18:90:12:1	لَّ				P	PREFIX	PREFIX|l:P+							
18	90	12	2	18:90:12:2	هُم				PRON	STEM	STEM|POS:PRON|3MP							
18	90	13	1	18:90:13:1	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min							
18	90	14	1	18:90:14:1	دُونِ	دُون	د و ن	د و ن	N	STEM	STEM|POS:N|LEM:duwn|ROOT:dwn|GEN							
18	90	14	2	18:90:14:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
18	90	15	1	18:90:15:1	سِتْرًا	سِتْر	س ت ر	س ت ر	N	STEM	STEM|POS:N|LEM:sitor|ROOT:str|M|INDEF|ACC							
18	91	1	1	18:91:1:1	كَ				P	PREFIX	PREFIX|ka+							
18	91	1	2	18:91:1:2	ذَٰلِكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|MS							
18	91	2	1	18:91:2:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	91	2	2	18:91:2:2	قَدْ	قَد			CERT	STEM	STEM|POS:CERT|LEM:qad							
18	91	3	1	18:91:3:1	أَحَطْ	أَحَاطَ	ح و ط	ح و ط	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>aHaATa|ROOT:HwT|1P	PERF			IV			
18	91	3	2	18:91:3:2	نَا				PRON	SUFFIX	SUFFIX|PRON:1P							
18	91	4	1	18:91:4:1	بِ				P	PREFIX	PREFIX|bi+							
18	91	4	2	18:91:4:2	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
18	91	5	1	18:91:5:1	لَدَيْ	لَدَي			LOC	STEM	STEM|POS:LOC|LEM:laday							
18	91	5	2	18:91:5:2	هِ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	91	6	1	18:91:6:1	خُبْرًا	خُبْر	خ ب ر	خ ب ر	N	STEM	STEM|POS:N|LEM:xubor|ROOT:xbr|M|INDEF|ACC							
18	92	1	1	18:92:1:1	ثُمَّ	ثُمّ			CONJ	STEM	STEM|POS:CONJ|LEM:vum~							
18	92	2	1	18:92:2:1	أَتْبَعَ	أَتْبَعَ	ت ب ع	ت ب ع	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>atobaEa|ROOT:tbE|3MS	PERF			IV			
18	92	3	1	18:92:3:1	سَبَبًا	سَبَب	س ب ب	س ب ب	N	STEM	STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC							
18	93	1	1	18:93:1:1	حَتَّىٰٓ	حَتَّىٰ			INC	STEM	STEM|POS:INC|LEM:Hat~aY`							
18	93	2	1	18:93:2:1	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA							
18	93	3	1	18:93:3:1	بَلَغَ	بَلَغَ	ب ل غ	ب ل غ	V	STEM	STEM|POS:V|PERF|LEM:balaga|ROOT:blg|3MS	PERF						
18	93	4	1	18:93:4:1	بَيْنَ	بَيْن	ب ي ن	ب ي ن	LOC	STEM	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC							
18	93	5	1	18:93:5:1	ٱل				DET	PREFIX	PREFIX|Al+							
18	93	5	2	18:93:5:2	سَّدَّيْنِ	سَدّ	س د د	س د د	N	STEM	STEM|POS:N|LEM:sad~|ROOT:sdd|MD|NOM							
18	93	6	1	18:93:6:1	وَجَدَ	وَجَدَ	و ج د	و ج د	V	STEM	STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS	PERF						
18	93	7	1	18:93:7:1	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
18	93	8	1	18:93:8:1	دُونِ	دُون	د و ن	د و ن	N	STEM	STEM|POS:N|LEM:duwn|ROOT:dwn|GEN							
18	93	8	2	18:93:8:2	هِمَا				PRON	SUFFIX	SUFFIX|PRON:3MD							
18	93	9	1	18:93:9:1	قَوْمًا	قَوْم	ق و م	ق و م	N	STEM	STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|ACC							
18	93	10	1	18:93:10:1	لَّا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
18	93	11	1	18:93:11:1	يَكَادُ	كَادَ	ك و د	ك و د	V	STEM	STEM|POS:V|IMPF|LEM:kaAda|ROOT:kwd|SP:kaAd|3MP	IMPF						
18	93	11	2	18:93:11:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	93	12	1	18:93:12:1	يَفْقَهُ	يَفْقَهُ	ف ق ه	ف ق ه	V	STEM	STEM|POS:V|IMPF|LEM:yafoqahu|ROOT:fqh|3MP	IMPF						
18	93	12	2	18:93:12:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	93	13	1	18:93:13:1	قَوْلًا	قَوْل	ق و ل	ق و ل	N	STEM	STEM|POS:N|VN|LEM:qawol|ROOT:qwl|M|INDEF|ACC							
18	94	1	1	18:94:1:1	قَالُ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP	PERF						
18	94	1	2	18:94:1:2	وا۟				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	94	2	1	18:94:2:1	يَٰ				VOC	PREFIX	PREFIX|ya+							
18	94	2	2	18:94:2:2	ذَا	ذَا			N	STEM	STEM|POS:N|LEM:*aA|MS|ACC							
18	94	3	1	18:94:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	94	3	2	18:94:3:2	قَرْنَيْنِ	قَرْن	ق ر ن	ق ر ن	N	STEM	STEM|POS:N|LEM:qaron|ROOT:qrn|MD|GEN							
18	94	4	1	18:94:4:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
18	94	5	1	18:94:5:1	يَأْجُوجَ	يَأْجُوج			PN	STEM	STEM|POS:PN|LEM:ya>ojuwj|ACC							
18	94	6	1	18:94:6:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	94	6	2	18:94:6:2	مَأْجُوجَ	مَأْجُوج			PN	STEM	STEM|POS:PN|LEM:ma>ojuwj|ACC							
18	94	7	1	18:94:7:1	مُفْسِدُونَ	مُفْسِد	ف س د	ف س د	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mufosid|ROOT:fsd|MP|NOM			ACT	IV			
18	94	8	1	18:94:8:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
18	94	9	1	18:94:9:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	94	9	2	18:94:9:2	أَرْضِ	أَرْض	ء ر ض	ء ر ض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN							
18	94	10	1	18:94:10:1	فَ				REM	PREFIX	PREFIX|f:REM+							
18	94	10	2	18:94:10:2	هَلْ	هَل			INTG	STEM	STEM|POS:INTG|LEM:hal							
18	94	11	1	18:94:11:1	نَجْعَلُ	جَعَلَ	ج ع ل	ج ع ل	V	STEM	STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|1P	IMPF						
18	94	12	1	18:94:12:1	لَ				P	PREFIX	PREFIX|l:P+							
18	94	12	2	18:94:12:2	كَ				PRON	STEM	STEM|POS:PRON|2MS							
18	94	13	1	18:94:13:1	خَرْجًا	خَرْج	خ ر ج	خ ر ج	N	STEM	STEM|POS:N|LEM:xaroj|ROOT:xrj|M|INDEF|ACC							
18	94	14	1	18:94:14:1	عَلَىٰٓ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
18	94	15	1	18:94:15:1	أَن	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an							
18	94	16	1	18:94:16:1	تَجْعَلَ	جَعَلَ	ج ع ل	ج ع ل	V	STEM	STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|2MS|MOOD:SUBJ	IMPF	SUBJ					
18	94	17	1	18:94:17:1	بَيْنَ	بَيْن	ب ي ن	ب ي ن	LOC	STEM	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC							
18	94	17	2	18:94:17:2	نَا				PRON	SUFFIX	SUFFIX|PRON:1P							
18	94	18	1	18:94:18:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	94	18	2	18:94:18:2	بَيْنَ	بَيْن	ب ي ن	ب ي ن	LOC	STEM	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC							
18	94	18	3	18:94:18:3	هُمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	94	19	1	18:94:19:1	سَدًّا	سَدّ	س د د	س د د	N	STEM	STEM|POS:N|LEM:sad~|ROOT:sdd|M|INDEF|ACC							
18	95	1	1	18:95:1:1	قَالَ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS	PERF						
18	95	2	1	18:95:2:1	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
18	95	3	1	18:95:3:1	مَكَّ	مَكَّ	م ك ن	م ك ن	V	STEM	STEM|POS:V|PERF|(II)|LEM:mak~a|ROOT:mkn|3MS	PERF			II			
18	95	3	2	18:95:3:2	نِّى				PRON	SUFFIX	SUFFIX|PRON:1S							
18	95	4	1	18:95:4:1	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY							
18	95	4	2	18:95:4:2	هِ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	95	5	1	18:95:5:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM							
18	95	5	2	18:95:5:2	ى				PRON	SUFFIX	SUFFIX|PRON:1S							
18	95	6	1	18:95:6:1	خَيْرٌ	خَيْر	خ ي ر	خ ي ر	ADJ	STEM	STEM|POS:ADJ|LEM:xayor|ROOT:xyr|MS|INDEF|NOM							
18	95	7	1	18:95:7:1	فَ				REM	PREFIX	PREFIX|f:REM+							
18	95	7	2	18:95:7:2	أَعِينُ	أَعَانَ	ع و ن	ع و ن	V	STEM	STEM|POS:V|IMPV|(IV)|LEM:>aEaAna|ROOT:Ewn|2MP	IMPV			IV			
18	95	7	3	18:95:7:3	و				PRON	SUFFIX	SUFFIX|PRON:2MP							
18	95	7	4	18:95:7:4	نِى				PRON	SUFFIX	SUFFIX|PRON:1S							
18	95	8	1	18:95:8:1	بِ				P	PREFIX	PREFIX|bi+							
18	95	8	2	18:95:8:2	قُوَّةٍ	قُوَّة	ق و ي	ق و ي	N	STEM	STEM|POS:N|LEM:quw~ap|ROOT:qwy|F|INDEF|GEN							
18	95	9	1	18:95:9:1	أَجْعَلْ	جَعَلَ	ج ع ل	ج ع ل	V	STEM	STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|1S|MOOD:JUS	IMPF	JUS					
