qac_root_join_key	qac_root	occurrence_count	surah_count	root_ids	branch_gap_count	branches_without_qnet_nodes	pos_counts	examples
ورث	و ر ث	35	20	root_001639	1	root_001639:B004	"{""V"": 25, ""N"": 10}"	"[{""root_join_key"": ""ورث"", ""surah"": 2, ""ayah"": 233, ""word_index"": 31, ""surface_ar"": ""وَارِثِ"", ""root_ar"": ""و ر ث"", ""pos"": ""N""}, {""root_join_key"": ""ورث"", ""surah"": 3, ""ayah"": 180, ""word_index"": 24, ""surface_ar"": ""مِيرَٰثُ"", ""root_ar"": ""و ر ث"", ""pos"": ""N""}, {""root_join_key"": ""ورث"", ""surah"": 4, ""ayah"": 11, ""word_index"": 39, ""surface_ar"": ""وَرِثَ"", ""root_ar"": ""و ر ث"", ""pos"": ""V""}, {""root_join_key"": ""ورث"", ""surah"": 4, ""ayah"": 12, ""word_index"": 53, ""surface_ar"": ""يُورَثُ"", ""root_ar"": ""و ر ث"", ""pos"": ""V""}, {""root_join_key"": ""ورث"", ""surah"": 4, ""ayah"": 19, ""word_index"": 8, ""surface_ar"": ""تَرِثُ"", ""root_ar"": ""و ر ث"", ""pos"": ""V""}]"
هزء	ه ز ء	34	21	root_001587	1	root_001587:B002	"{""V"": 21, ""N"": 13}"	"[{""root_join_key"": ""هزء"", ""surah"": 2, ""ayah"": 14, ""word_index"": 16, ""surface_ar"": ""مُسْتَهْزِءُونَ"", ""root_ar"": ""ه ز ء"", ""pos"": ""N""}, {""root_join_key"": ""هزء"", ""surah"": 2, ""ayah"": 15, ""word_index"": 2, ""surface_ar"": ""يَسْتَهْزِئُ"", ""root_ar"": ""ه ز ء"", ""pos"": ""V""}, {""root_join_key"": ""هزء"", ""surah"": 2, ""ayah"": 67, ""word_index"": 13, ""surface_ar"": ""هُزُوًا"", ""root_ar"": ""ه ز ء"", ""pos"": ""N""}, {""root_join_key"": ""هزء"", ""surah"": 2, ""ayah"": 231, ""word_index"": 25, ""surface_ar"": ""هُزُوًا"", ""root_ar"": ""ه ز ء"", ""pos"": ""N""}, {""root_join_key"": ""هزء"", ""surah"": 4, ""ayah"": 140, ""word_index"": 13, ""surface_ar"": ""يُسْتَهْزَأُ"", ""root_ar"": ""ه ز ء"", ""pos"": ""V""}]"
جنب	ج ن ب	33	21	root_000262	1	root_000262:B004	"{""N"": 19, ""V"": 12, ""ADJ"": 1, ""LOC"": 1}"	"[{""root_join_key"": ""جنب"", ""surah"": 3, ""ayah"": 191, ""word_index"": 7, ""surface_ar"": ""جُنُوبِ"", ""root_ar"": ""ج ن ب"", ""pos"": ""N""}, {""root_join_key"": ""جنب"", ""surah"": 4, ""ayah"": 31, ""word_index"": 2, ""surface_ar"": ""تَجْتَنِبُ"", ""root_ar"": ""ج ن ب"", ""pos"": ""V""}, {""root_join_key"": ""جنب"", ""surah"": 4, ""ayah"": 36, ""word_index"": 17, ""surface_ar"": ""جُنُبِ"", ""root_ar"": ""ج ن ب"", ""pos"": ""ADJ""}, {""root_join_key"": ""جنب"", ""surah"": 4, ""ayah"": 36, ""word_index"": 19, ""surface_ar"": ""جَنۢبِ"", ""root_ar"": ""ج ن ب"", ""pos"": ""N""}, {""root_join_key"": ""جنب"", ""surah"": 4, ""ayah"": 43, ""word_index"": 14, ""surface_ar"": ""جُنُبًا"", ""root_ar"": ""ج ن ب"", ""pos"": ""N""}]"
حجج	ح ج ج	33	10	root_000295	1	root_000295:B009	"{""N"": 19, ""V"": 14}"	"[{""root_join_key"": ""حجج"", ""surah"": 2, ""ayah"": 76, ""word_index"": 18, ""surface_ar"": ""يُحَآجُّ"", ""root_ar"": ""ح ج ج"", ""pos"": ""V""}, {""root_join_key"": ""حجج"", ""surah"": 2, ""ayah"": 139, ""word_index"": 2, ""surface_ar"": ""تُحَآجُّ"", ""root_ar"": ""ح ج ج"", ""pos"": ""V""}, {""root_join_key"": ""حجج"", ""surah"": 2, ""ayah"": 150, ""word_index"": 19, ""surface_ar"": ""حُجَّةٌ"", ""root_ar"": ""ح ج ج"", ""pos"": ""N""}, {""root_join_key"": ""حجج"", ""surah"": 2, ""ayah"": 158, ""word_index"": 8, ""surface_ar"": ""حَجَّ"", ""root_ar"": ""ح ج ج"", ""pos"": ""V""}, {""root_join_key"": ""حجج"", ""surah"": 2, ""ayah"": 189, ""word_index"": 8, ""surface_ar"": ""حَجِّ"", ""root_ar"": ""ح ج ج"", ""pos"": ""N""}]"
عمي	ع م ي	33	22	root_001049	1	root_001049:B003	"{""N"": 21, ""V"": 8, ""ADJ"": 4}"	"[{""root_join_key"": ""عمي"", ""surah"": 2, ""ayah"": 18, ""word_index"": 3, ""surface_ar"": ""عُمْىٌ"", ""root_ar"": ""ع م ي"", ""pos"": ""N""}, {""root_join_key"": ""عمي"", ""surah"": 2, ""ayah"": 171, ""word_index"": 15, ""surface_ar"": ""عُمْىٌ"", ""root_ar"": ""ع م ي"", ""pos"": ""N""}, {""root_join_key"": ""عمي"", ""surah"": 5, ""ayah"": 71, ""word_index"": 5, ""surface_ar"": ""عَمُ"", ""root_ar"": ""ع م ي"", ""pos"": ""V""}, {""root_join_key"": ""عمي"", ""surah"": 5, ""ayah"": 71, ""word_index"": 12, ""surface_ar"": ""عَمُ"", ""root_ar"": ""ع م ي"", ""pos"": ""V""}, {""root_join_key"": ""عمي"", ""surah"": 6, ""ayah"": 50, ""word_index"": 25, ""surface_ar"": ""أَعْمَىٰ"", ""root_ar"": ""ع م ي"", ""pos"": ""N""}]"
قسم	ق س م	33	24	root_001226	1	root_001226:B005	"{""V"": 25, ""N"": 8}"	"[{""root_join_key"": ""قسم"", ""surah"": 4, ""ayah"": 8, ""word_index"": 3, ""surface_ar"": ""قِسْمَةَ"", ""root_ar"": ""ق س م"", ""pos"": ""N""}, {""root_join_key"": ""قسم"", ""surah"": 5, ""ayah"": 3, ""word_index"": 27, ""surface_ar"": ""تَسْتَقْسِمُ"", ""root_ar"": ""ق س م"", ""pos"": ""V""}, {""root_join_key"": ""قسم"", ""surah"": 5, ""ayah"": 53, ""word_index"": 6, ""surface_ar"": ""أَقْسَمُ"", ""root_ar"": ""ق س م"", ""pos"": ""V""}, {""root_join_key"": ""قسم"", ""surah"": 5, ""ayah"": 106, ""word_index"": 32, ""surface_ar"": ""يُقْسِمَ"", ""root_ar"": ""ق س م"", ""pos"": ""V""}, {""root_join_key"": ""قسم"", ""surah"": 5, ""ayah"": 107, ""word_index"": 15, ""surface_ar"": ""يُقْسِمَ"", ""root_ar"": ""ق س م"", ""pos"": ""V""}]"
برك	ب ر ك	32	22	root_000109	1	root_000109:B005	"{""V"": 17, ""N"": 12, ""ADJ"": 3}"	"[{""root_join_key"": ""برك"", ""surah"": 3, ""ayah"": 96, ""word_index"": 8, ""surface_ar"": ""مُبَارَكًا"", ""root_ar"": ""ب ر ك"", ""pos"": ""N""}, {""root_join_key"": ""برك"", ""surah"": 6, ""ayah"": 92, ""word_index"": 4, ""surface_ar"": ""مُبَارَكٌ"", ""root_ar"": ""ب ر ك"", ""pos"": ""ADJ""}, {""root_join_key"": ""برك"", ""surah"": 6, ""ayah"": 155, ""word_index"": 4, ""surface_ar"": ""مُبَارَكٌ"", ""root_ar"": ""ب ر ك"", ""pos"": ""ADJ""}, {""root_join_key"": ""برك"", ""surah"": 7, ""ayah"": 54, ""word_index"": 29, ""surface_ar"": ""تَبَارَكَ"", ""root_ar"": ""ب ر ك"", ""pos"": ""V""}, {""root_join_key"": ""برك"", ""surah"": 7, ""ayah"": 96, ""word_index"": 9, ""surface_ar"": ""بَرَكَٰتٍ"", ""root_ar"": ""ب ر ك"", ""pos"": ""N""}]"
وري	و ر ي	32	25	root_001642	1	root_001642:B009	"{""N"": 13, ""LOC"": 12, ""V"": 7}"	"[{""root_join_key"": ""وري"", ""surah"": 2, ""ayah"": 91, ""word_index"": 15, ""surface_ar"": ""وَرَآءَ"", ""root_ar"": ""و ر ي"", ""pos"": ""LOC""}, {""root_join_key"": ""وري"", ""surah"": 2, ""ayah"": 101, ""word_index"": 18, ""surface_ar"": ""وَرَآءَ"", ""root_ar"": ""و ر ي"", ""pos"": ""LOC""}, {""root_join_key"": ""وري"", ""surah"": 3, ""ayah"": 187, ""word_index"": 13, ""surface_ar"": ""وَرَآءَ"", ""root_ar"": ""و ر ي"", ""pos"": ""LOC""}, {""root_join_key"": ""وري"", ""surah"": 4, ""ayah"": 24, ""word_index"": 14, ""surface_ar"": ""وَرَآءَ"", ""root_ar"": ""و ر ي"", ""pos"": ""LOC""}, {""root_join_key"": ""وري"", ""surah"": 4, ""ayah"": 102, ""word_index"": 17, ""surface_ar"": ""وَرَآئِ"", ""root_ar"": ""و ر ي"", ""pos"": ""N""}]"
وسع	و س ع	32	15	root_001647	1	root_001647:B004	"{""N"": 25, ""V"": 6, ""ADJ"": 1}"	"[{""root_join_key"": ""وسع"", ""surah"": 2, ""ayah"": 115, ""word_index"": 11, ""surface_ar"": ""وَٰسِعٌ"", ""root_ar"": ""و س ع"", ""pos"": ""N""}, {""root_join_key"": ""وسع"", ""surah"": 2, ""ayah"": 233, ""word_index"": 21, ""surface_ar"": ""وُسْعَ"", ""root_ar"": ""و س ع"", ""pos"": ""N""}, {""root_join_key"": ""وسع"", ""surah"": 2, ""ayah"": 236, ""word_index"": 16, ""surface_ar"": ""مُوسِعِ"", ""root_ar"": ""و س ع"", ""pos"": ""N""}, {""root_join_key"": ""وسع"", ""surah"": 2, ""ayah"": 247, ""word_index"": 23, ""surface_ar"": ""سَعَةً"", ""root_ar"": ""و س ع"", ""pos"": ""N""}, {""root_join_key"": ""وسع"", ""surah"": 2, ""ayah"": 247, ""word_index"": 42, ""surface_ar"": ""وَٰسِعٌ"", ""root_ar"": ""و س ع"", ""pos"": ""N""}]"
خلص	خ ل ص	31	17	root_000430	2	root_000430:B005,root_000430:B006	"{""N"": 19, ""ADJ"": 8, ""V"": 4}"	"[{""root_join_key"": ""خلص"", ""surah"": 2, ""ayah"": 94, ""word_index"": 9, ""surface_ar"": ""خَالِصَةً"", ""root_ar"": ""خ ل ص"", ""pos"": ""N""}, {""root_join_key"": ""خلص"", ""surah"": 2, ""ayah"": 139, ""word_index"": 14, ""surface_ar"": ""مُخْلِصُونَ"", ""root_ar"": ""خ ل ص"", ""pos"": ""N""}, {""root_join_key"": ""خلص"", ""surah"": 4, ""ayah"": 146, ""word_index"": 7, ""surface_ar"": ""أَخْلَصُ"", ""root_ar"": ""خ ل ص"", ""pos"": ""V""}, {""root_join_key"": ""خلص"", ""surah"": 6, ""ayah"": 139, ""word_index"": 7, ""surface_ar"": ""خَالِصَةٌ"", ""root_ar"": ""خ ل ص"", ""pos"": ""N""}, {""root_join_key"": ""خلص"", ""surah"": 7, ""ayah"": 29, ""word_index"": 11, ""surface_ar"": ""مُخْلِصِينَ"", ""root_ar"": ""خ ل ص"", ""pos"": ""N""}]"
طهر	ط ه ر	31	18	root_000953	2	root_000953:B006,root_000953:B007	"{""V"": 15, ""N"": 9, ""ADJ"": 7}"	"[{""root_join_key"": ""طهر"", ""surah"": 2, ""ayah"": 25, ""word_index"": 31, ""surface_ar"": ""مُّطَهَّرَةٌ"", ""root_ar"": ""ط ه ر"", ""pos"": ""ADJ""}, {""root_join_key"": ""طهر"", ""surah"": 2, ""ayah"": 125, ""word_index"": 17, ""surface_ar"": ""طَهِّرَ"", ""root_ar"": ""ط ه ر"", ""pos"": ""V""}, {""root_join_key"": ""طهر"", ""surah"": 2, ""ayah"": 222, ""word_index"": 14, ""surface_ar"": ""يَطْهُرْ"", ""root_ar"": ""ط ه ر"", ""pos"": ""V""}, {""root_join_key"": ""طهر"", ""surah"": 2, ""ayah"": 222, ""word_index"": 16, ""surface_ar"": ""تَطَهَّرْ"", ""root_ar"": ""ط ه ر"", ""pos"": ""V""}, {""root_join_key"": ""طهر"", ""surah"": 2, ""ayah"": 222, ""word_index"": 27, ""surface_ar"": ""مُتَطَهِّرِينَ"", ""root_ar"": ""ط ه ر"", ""pos"": ""N""}]"
قعد	ق ع د	31	15	root_001244	1	root_001244:B006	"{""N"": 19, ""V"": 12}"	"[{""root_join_key"": ""قعد"", ""surah"": 2, ""ayah"": 127, ""word_index"": 4, ""surface_ar"": ""قَوَاعِدَ"", ""root_ar"": ""ق ع د"", ""pos"": ""N""}, {""root_join_key"": ""قعد"", ""surah"": 3, ""ayah"": 121, ""word_index"": 7, ""surface_ar"": ""مَقَٰعِدَ"", ""root_ar"": ""ق ع د"", ""pos"": ""N""}, {""root_join_key"": ""قعد"", ""surah"": 3, ""ayah"": 168, ""word_index"": 4, ""surface_ar"": ""قَعَدُ"", ""root_ar"": ""ق ع د"", ""pos"": ""V""}, {""root_join_key"": ""قعد"", ""surah"": 3, ""ayah"": 191, ""word_index"": 5, ""surface_ar"": ""قُعُودًا"", ""root_ar"": ""ق ع د"", ""pos"": ""N""}, {""root_join_key"": ""قعد"", ""surah"": 4, ""ayah"": 95, ""word_index"": 3, ""surface_ar"": ""قَٰعِدُونَ"", ""root_ar"": ""ق ع د"", ""pos"": ""N""}]"
ءفك	ء ف ك	30	21	root_000041	1	root_000041:B003	"{""V"": 16, ""N"": 14}"	"[{""root_join_key"": ""ءفك"", ""surah"": 5, ""ayah"": 75, ""word_index"": 25, ""surface_ar"": ""يُؤْفَكُ"", ""root_ar"": ""ء ف ك"", ""pos"": ""V""}, {""root_join_key"": ""ءفك"", ""surah"": 6, ""ayah"": 95, ""word_index"": 17, ""surface_ar"": ""تُؤْفَكُ"", ""root_ar"": ""ء ف ك"", ""pos"": ""V""}, {""root_join_key"": ""ءفك"", ""surah"": 7, ""ayah"": 117, ""word_index"": 11, ""surface_ar"": ""يَأْفِكُ"", ""root_ar"": ""ء ف ك"", ""pos"": ""V""}, {""root_join_key"": ""ءفك"", ""surah"": 9, ""ayah"": 30, ""word_index"": 23, ""surface_ar"": ""يُؤْفَكُ"", ""root_ar"": ""ء ف ك"", ""pos"": ""V""}, {""root_join_key"": ""ءفك"", ""surah"": 9, ""ayah"": 70, ""word_index"": 15, ""surface_ar"": ""مُؤْتَفِكَٰتِ"", ""root_ar"": ""ء ف ك"", ""pos"": ""N""}]"
ءنث	ء ن ث	30	17	root_000058	1	root_000058:B006	"{""N"": 30}"	"[{""root_join_key"": ""ءنث"", ""surah"": 2, ""ayah"": 178, ""word_index"": 13, ""surface_ar"": ""أُنثَىٰ"", ""root_ar"": ""ء ن ث"", ""pos"": ""N""}, {""root_join_key"": ""ءنث"", ""surah"": 2, ""ayah"": 178, ""word_index"": 14, ""surface_ar"": ""أُنثَىٰ"", ""root_ar"": ""ء ن ث"", ""pos"": ""N""}, {""root_join_key"": ""ءنث"", ""surah"": 3, ""ayah"": 36, ""word_index"": 7, ""surface_ar"": ""أُنثَىٰ"", ""root_ar"": ""ء ن ث"", ""pos"": ""N""}, {""root_join_key"": ""ءنث"", ""surah"": 3, ""ayah"": 36, ""word_index"": 14, ""surface_ar"": ""أُنثَىٰ"", ""root_ar"": ""ء ن ث"", ""pos"": ""N""}, {""root_join_key"": ""ءنث"", ""surah"": 3, ""ayah"": 195, ""word_index"": 13, ""surface_ar"": ""أُنثَىٰ"", ""root_ar"": ""ء ن ث"", ""pos"": ""N""}]"
صرف	ص ر ف	30	17	root_000860	1	root_000860:B004	"{""V"": 25, ""N"": 5}"	"[{""root_join_key"": ""صرف"", ""surah"": 2, ""ayah"": 164, ""word_index"": 34, ""surface_ar"": ""تَصْرِيفِ"", ""root_ar"": ""ص ر ف"", ""pos"": ""N""}, {""root_join_key"": ""صرف"", ""surah"": 3, ""ayah"": 152, ""word_index"": 30, ""surface_ar"": ""صَرَفَ"", ""root_ar"": ""ص ر ف"", ""pos"": ""V""}, {""root_join_key"": ""صرف"", ""surah"": 6, ""ayah"": 16, ""word_index"": 2, ""surface_ar"": ""يُصْرَفْ"", ""root_ar"": ""ص ر ف"", ""pos"": ""V""}, {""root_join_key"": ""صرف"", ""surah"": 6, ""ayah"": 46, ""word_index"": 19, ""surface_ar"": ""نُصَرِّفُ"", ""root_ar"": ""ص ر ف"", ""pos"": ""V""}, {""root_join_key"": ""صرف"", ""surah"": 6, ""ayah"": 65, ""word_index"": 24, ""surface_ar"": ""نُصَرِّفُ"", ""root_ar"": ""ص ر ف"", ""pos"": ""V""}]"
عسي	ع س ي	30	16	root_001015	1	root_001015:B001	"{""V"": 30}"	"[{""root_join_key"": ""عسي"", ""surah"": 2, ""ayah"": 216, ""word_index"": 7, ""surface_ar"": ""عَسَىٰٓ"", ""root_ar"": ""ع س ي"", ""pos"": ""V""}, {""root_join_key"": ""عسي"", ""surah"": 2, ""ayah"": 216, ""word_index"": 14, ""surface_ar"": ""عَسَىٰٓ"", ""root_ar"": ""ع س ي"", ""pos"": ""V""}, {""root_join_key"": ""عسي"", ""surah"": 2, ""ayah"": 246, ""word_index"": 24, ""surface_ar"": ""عَسَيْ"", ""root_ar"": ""ع س ي"", ""pos"": ""V""}, {""root_join_key"": ""عسي"", ""surah"": 4, ""ayah"": 19, ""word_index"": 26, ""surface_ar"": ""عَسَىٰٓ"", ""root_ar"": ""ع س ي"", ""pos"": ""V""}, {""root_join_key"": ""عسي"", ""surah"": 4, ""ayah"": 84, ""word_index"": 11, ""surface_ar"": ""عَسَى"", ""root_ar"": ""ع س ي"", ""pos"": ""V""}]"
ثني	ث ن ي	29	18	root_000208	1	root_000208:B004	"{""N"": 27, ""V"": 2}"	"[{""root_join_key"": ""ثني"", ""surah"": 2, ""ayah"": 60, ""word_index"": 11, ""surface_ar"": ""ٱثْنَتَا"", ""root_ar"": ""ث ن ي"", ""pos"": ""N""}, {""root_join_key"": ""ثني"", ""surah"": 4, ""ayah"": 3, ""word_index"": 13, ""surface_ar"": ""مَثْنَىٰ"", ""root_ar"": ""ث ن ي"", ""pos"": ""N""}, {""root_join_key"": ""ثني"", ""surah"": 4, ""ayah"": 11, ""word_index"": 13, ""surface_ar"": ""ٱثْنَتَيْنِ"", ""root_ar"": ""ث ن ي"", ""pos"": ""N""}, {""root_join_key"": ""ثني"", ""surah"": 4, ""ayah"": 176, ""word_index"": 28, ""surface_ar"": ""ٱثْنَتَيْنِ"", ""root_ar"": ""ث ن ي"", ""pos"": ""N""}, {""root_join_key"": ""ثني"", ""surah"": 5, ""ayah"": 12, ""word_index"": 9, ""surface_ar"": ""ٱثْنَىْ"", ""root_ar"": ""ث ن ي"", ""pos"": ""N""}]"
طير	ط ي ر	29	19	root_000962	1	root_000962:B003	"{""N"": 25, ""V"": 4}"	"[{""root_join_key"": ""طير"", ""surah"": 2, ""ayah"": 260, ""word_index"": 21, ""surface_ar"": ""طَّيْرِ"", ""root_ar"": ""ط ي ر"", ""pos"": ""N""}, {""root_join_key"": ""طير"", ""surah"": 3, ""ayah"": 49, ""word_index"": 17, ""surface_ar"": ""طَّيْرِ"", ""root_ar"": ""ط ي ر"", ""pos"": ""N""}, {""root_join_key"": ""طير"", ""surah"": 3, ""ayah"": 49, ""word_index"": 21, ""surface_ar"": ""طَيْرًۢا"", ""root_ar"": ""ط ي ر"", ""pos"": ""N""}, {""root_join_key"": ""طير"", ""surah"": 5, ""ayah"": 110, ""word_index"": 32, ""surface_ar"": ""طَّيْرِ"", ""root_ar"": ""ط ي ر"", ""pos"": ""N""}, {""root_join_key"": ""طير"", ""surah"": 5, ""ayah"": 110, ""word_index"": 37, ""surface_ar"": ""طَيْرًۢا"", ""root_ar"": ""ط ي ر"", ""pos"": ""N""}]"
ثقل	ث ق ل	28	19	root_000202	2	root_000202:B002,root_000202:B003	"{""N"": 18, ""V"": 6, ""ADJ"": 4}"	"[{""root_join_key"": ""ثقل"", ""surah"": 4, ""ayah"": 40, ""word_index"": 5, ""surface_ar"": ""مِثْقَالَ"", ""root_ar"": ""ث ق ل"", ""pos"": ""N""}, {""root_join_key"": ""ثقل"", ""surah"": 7, ""ayah"": 8, ""word_index"": 5, ""surface_ar"": ""ثَقُلَتْ"", ""root_ar"": ""ث ق ل"", ""pos"": ""V""}, {""root_join_key"": ""ثقل"", ""surah"": 7, ""ayah"": 57, ""word_index"": 13, ""surface_ar"": ""ثِقَالًا"", ""root_ar"": ""ث ق ل"", ""pos"": ""ADJ""}, {""root_join_key"": ""ثقل"", ""surah"": 7, ""ayah"": 187, ""word_index"": 16, ""surface_ar"": ""ثَقُلَتْ"", ""root_ar"": ""ث ق ل"", ""pos"": ""V""}, {""root_join_key"": ""ثقل"", ""surah"": 7, ""ayah"": 189, ""word_index"": 20, ""surface_ar"": ""أَثْقَلَت"", ""root_ar"": ""ث ق ل"", ""pos"": ""V""}]"
رجو	ر ج و	28	21	root_000548	1	root_000548:B002	"{""V"": 25, ""N"": 3}"	"[{""root_join_key"": ""رجو"", ""surah"": 2, ""ayah"": 218, ""word_index"": 11, ""surface_ar"": ""يَرْجُ"", ""root_ar"": ""ر ج و"", ""pos"": ""V""}, {""root_join_key"": ""رجو"", ""surah"": 4, ""ayah"": 104, ""word_index"": 13, ""surface_ar"": ""تَرْجُ"", ""root_ar"": ""ر ج و"", ""pos"": ""V""}, {""root_join_key"": ""رجو"", ""surah"": 4, ""ayah"": 104, ""word_index"": 18, ""surface_ar"": ""يَرْجُ"", ""root_ar"": ""ر ج و"", ""pos"": ""V""}, {""root_join_key"": ""رجو"", ""surah"": 7, ""ayah"": 111, ""word_index"": 2, ""surface_ar"": ""أَرْجِ"", ""root_ar"": ""ر ج و"", ""pos"": ""V""}, {""root_join_key"": ""رجو"", ""surah"": 9, ""ayah"": 106, ""word_index"": 2, ""surface_ar"": ""مُرْجَوْنَ"", ""root_ar"": ""ر ج و"", ""pos"": ""N""}]"
عدل	ع د ل	28	11	root_000991	1	root_000991:B007	"{""N"": 14, ""V"": 14}"	"[{""root_join_key"": ""عدل"", ""surah"": 2, ""ayah"": 48, ""word_index"": 16, ""surface_ar"": ""عَدْلٌ"", ""root_ar"": ""ع د ل"", ""pos"": ""N""}, {""root_join_key"": ""عدل"", ""surah"": 2, ""ayah"": 123, ""word_index"": 12, ""surface_ar"": ""عَدْلٌ"", ""root_ar"": ""ع د ل"", ""pos"": ""N""}, {""root_join_key"": ""عدل"", ""surah"": 2, ""ayah"": 282, ""word_index"": 14, ""surface_ar"": ""عَدْلِ"", ""root_ar"": ""ع د ل"", ""pos"": ""N""}, {""root_join_key"": ""عدل"", ""surah"": 2, ""ayah"": 282, ""word_index"": 51, ""surface_ar"": ""عَدْلِ"", ""root_ar"": ""ع د ل"", ""pos"": ""N""}, {""root_join_key"": ""عدل"", ""surah"": 4, ""ayah"": 3, ""word_index"": 19, ""surface_ar"": ""تَعْدِلُ"", ""root_ar"": ""ع د ل"", ""pos"": ""V""}]"
نشء	ن ش ء	28	14	root_001502	1	root_001502:B003	"{""V"": 21, ""N"": 6, ""ADJ"": 1}"	"[{""root_join_key"": ""نشء"", ""surah"": 6, ""ayah"": 6, ""word_index"": 27, ""surface_ar"": ""أَنشَأْ"", ""root_ar"": ""ن ش ء"", ""pos"": ""V""}, {""root_join_key"": ""نشء"", ""surah"": 6, ""ayah"": 98, ""word_index"": 3, ""surface_ar"": ""أَنشَأَ"", ""root_ar"": ""ن ش ء"", ""pos"": ""V""}, {""root_join_key"": ""نشء"", ""surah"": 6, ""ayah"": 133, ""word_index"": 14, ""surface_ar"": ""أَنشَأَ"", ""root_ar"": ""ن ش ء"", ""pos"": ""V""}, {""root_join_key"": ""نشء"", ""surah"": 6, ""ayah"": 141, ""word_index"": 3, ""surface_ar"": ""أَنشَأَ"", ""root_ar"": ""ن ش ء"", ""pos"": ""V""}, {""root_join_key"": ""نشء"", ""surah"": 11, ""ayah"": 61, ""word_index"": 15, ""surface_ar"": ""أَنشَأَ"", ""root_ar"": ""ن ش ء"", ""pos"": ""V""}]"
بوب	ب و ب	27	17	root_000163	1	root_000163:B007	"{""N"": 27}"	"[{""root_join_key"": ""بوب"", ""surah"": 2, ""ayah"": 58, ""word_index"": 12, ""surface_ar"": ""بَابَ"", ""root_ar"": ""ب و ب"", ""pos"": ""N""}, {""root_join_key"": ""بوب"", ""surah"": 2, ""ayah"": 189, ""word_index"": 23, ""surface_ar"": ""أَبْوَٰبِ"", ""root_ar"": ""ب و ب"", ""pos"": ""N""}, {""root_join_key"": ""بوب"", ""surah"": 4, ""ayah"": 154, ""word_index"": 8, ""surface_ar"": ""بَابَ"", ""root_ar"": ""ب و ب"", ""pos"": ""N""}, {""root_join_key"": ""بوب"", ""surah"": 5, ""ayah"": 23, ""word_index"": 11, ""surface_ar"": ""بَابَ"", ""root_ar"": ""ب و ب"", ""pos"": ""N""}, {""root_join_key"": ""بوب"", ""surah"": 6, ""ayah"": 44, ""word_index"": 8, ""surface_ar"": ""أَبْوَٰبَ"", ""root_ar"": ""ب و ب"", ""pos"": ""N""}]"
عشر	ع ش ر	27	19	root_001016	1	root_001016:B015	"{""N"": 24, ""ADJ"": 1, ""T"": 1, ""V"": 1}"	"[{""root_join_key"": ""عشر"", ""surah"": 2, ""ayah"": 60, ""word_index"": 12, ""surface_ar"": ""عَشْرَةَ"", ""root_ar"": ""ع ش ر"", ""pos"": ""N""}, {""root_join_key"": ""عشر"", ""surah"": 2, ""ayah"": 196, ""word_index"": 57, ""surface_ar"": ""عَشَرَةٌ"", ""root_ar"": ""ع ش ر"", ""pos"": ""N""}, {""root_join_key"": ""عشر"", ""surah"": 2, ""ayah"": 234, ""word_index"": 10, ""surface_ar"": ""عَشْرًا"", ""root_ar"": ""ع ش ر"", ""pos"": ""N""}, {""root_join_key"": ""عشر"", ""surah"": 4, ""ayah"": 19, ""word_index"": 22, ""surface_ar"": ""عَاشِرُ"", ""root_ar"": ""ع ش ر"", ""pos"": ""V""}, {""root_join_key"": ""عشر"", ""surah"": 5, ""ayah"": 12, ""word_index"": 10, ""surface_ar"": ""عَشَرَ"", ""root_ar"": ""ع ش ر"", ""pos"": ""N""}]"
غرر	غ ر ر	27	14	root_001078	1	root_001078:B006	"{""V"": 15, ""N"": 12}"	"[{""root_join_key"": ""غرر"", ""surah"": 3, ""ayah"": 24, ""word_index"": 10, ""surface_ar"": ""غَرَّ"", ""root_ar"": ""غ ر ر"", ""pos"": ""V""}, {""root_join_key"": ""غرر"", ""surah"": 3, ""ayah"": 185, ""word_index"": 23, ""surface_ar"": ""غُرُورِ"", ""root_ar"": ""غ ر ر"", ""pos"": ""N""}, {""root_join_key"": ""غرر"", ""surah"": 3, ""ayah"": 196, ""word_index"": 2, ""surface_ar"": ""يَغُرَّ"", ""root_ar"": ""غ ر ر"", ""pos"": ""V""}, {""root_join_key"": ""غرر"", ""surah"": 4, ""ayah"": 120, ""word_index"": 7, ""surface_ar"": ""غُرُورًا"", ""root_ar"": ""غ ر ر"", ""pos"": ""N""}, {""root_join_key"": ""غرر"", ""surah"": 6, ""ayah"": 70, ""word_index"": 7, ""surface_ar"": ""غَرَّتْ"", ""root_ar"": ""غ ر ر"", ""pos"": ""V""}]"
